epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
165,362.248,0.77184,0.55552,1.16595,0.84014,0.30556,0.3679,0.23558,1.57018,1.45949,2.1283,0.00132868,0.00132868,0.00132868
166,364.31,0.80804,0.60468,1.14945,0.25506,0.37629,0.42337,0.23512,1.63503,1.45023,2.18558,0.00132662,0.00132662,0.00132662
167,366.406,0.7707,0.53364,1.14632,0.26724,0.36111,0.44139,0.21874,1.66473,1.40601,2.18007,0.00132456,0.00132456,0.00132456
168,368.571,0.70519,0.49338,1.08527,0.83025,0.36111,0.46399,0.26837,1.91349,1.41481,2.64214,0.00132249,0.00132249,0.00132249
169,370.675,0.74419,0.52379,1.12424,0.7702,0.6018,0.63939,0.3789,1.66416,1.2316,2.50017,0.00132043,0.00132043,0.00132043
170,372.812,0.78,0.53091,1.15583,0.72725,0.57238,0.5865,0.39279,1.5983,1.26682,2.38195,0.00131837,0.00131837,0.00131837
171,375.008,0.747,0.51748,1.15211,0.71312,0.52778,0.58195,0.36443,1.72322,1.62535,2.45971,0.0013163,0.0013163,0.0013163
172,377.058,0.73839,0.55727,1.1239,0.84652,0.40912,0.55528,0.29435,2.01977,1.86823,2.87348,0.00131424,0.00131424,0.00131424
173,379.17,0.7317,0.5392,1.13677,0.77889,0.58333,0.55672,0.35082,2.00359,1.81097,3.03163,0.00131218,0.00131218,0.00131218
174,381.327,0.71219,0.50935,1.10923,0.86006,0.30556,0.41073,0.22644,1.95439,1.97671,2.73378,0.00131012,0.00131012,0.00131012
175,383.39,0.77949,0.52374,1.16351,0.83799,0.27778,0.34763,0.17144,1.89464,1.93231,2.74838,0.00130805,0.00130805,0.00130805
176,385.494,0.77044,0.52871,1.14507,0.85506,0.27778,0.29147,0.16247,1.83907,2.19013,2.46613,0.00130599,0.00130599,0.00130599
177,387.602,0.79331,0.53836,1.16414,0.30402,0.34506,0.3314,0.16788,1.90821,1.92108,2.54665,0.00130393,0.00130393,0.00130393
178,389.684,0.7544,0.52956,1.11877,0.32342,0.35635,0.36394,0.18916,1.90326,1.76107,2.67315,0.00130186,0.00130186,0.00130186
179,391.817,0.86253,0.59596,1.19219,0.8518,0.58571,0.62136,0.41358,1.82392,1.42525,2.68316,0.0012998,0.0012998,0.0012998
180,393.954,0.76429,0.55689,1.12198,0.83899,0.61111,0.64195,0.46254,1.69593,1.41305,2.35981,0.00129774,0.00129774,0.00129774
181,396.055,0.78029,0.59897,1.1626,0.34165,0.33333,0.44927,0.24351,1.66062,1.35907,2.21659,0.00129568,0.00129568,0.00129568
